JT_ID,Job_Title,Titre_de_poste,Job_Function,Fonction_professionnelle,Job_Family,Famille_d'emplois,Managerial_Level,Niveau_de_gestion,2016_NOC_UID,2016_NOC_Title,2016_CNP_Titre,2021_NOC_UID,2021_NOC_Title,2021_CNP_Titre,Match_Key,PSES_Subset_Mapping,Job_Bank_GC,NOC match,"Change to ""title"" / ""NOC""",GEDS_adv search - title/contains (where JobBank=n),,Other consideration,Alternate option_Job Title / Consideration,Alt op_JT secondary
965,International Affairs Analyst,Analyste des affaires internationales,Relationship Management,Gestion des relations,International Affairs,Affaires internationales,Employee,Employé(e),4168,4168 Program officers unique to government,4168 Agents / agentes de programmes propres au gouvernement,41403,"Social policy researchers, consultants and program officers","Recherchistes, experts-conseils / expertes-conseils et agents / agentes de programmes en politiques sociales",965,Non-supervisor,n,,,n,,"??? Check for fit? Mix up b/w lines: 41403	Social policy researchers, consultants and program officers	Recherchistes, experts-conseils / expertes-conseils et agents / agentes de programmes en politiques sociales",,
966,Territorial Council Officer,Agent(e) d'un conseil territorial,Relationship Management,Gestion des relations,Indigenous Affairs,Affaires autochtones,Employee,Employé(e),4164,"4164 Social policy researchers, consultants and program officers","4164 Recherchistes, experts-conseils / expertes-conseils et agents / agentes de programmes en politiques sociales",41407,Program officers unique to government,Agents / agentes de programmes propres au gouvernement,966,Non-supervisor,y,n - now changed,"Officer, Territorial Council in Canada | Labour Market Facts and Figures - Job Bank",n,,,,
967,International Affairs Officer,Chargé(e) des affaires internationales,Relationship Management,Gestion des relations,International Affairs,Affaires internationales,Employee,Employé(e),4163,4163 Business development officers and marketing researchers and consultants,"4163 Agents / agentes de développement économique, recherchistes et experts-conseils / expertes-conseils en marketing",11202,"Professional occupations in advertising, marketing and public relations","	Professionnels / professionnelles en publicité, en marketing et en relations publiques",967,Non-supervisor,n,,,n,,,,
968,Public Outreach Education Officer,"Agent(e), Éducation du public en diffusion externe",Relationship Management,Gestion des relations,Public Outreach ,Sensibilisation du public ,Employee,Employé(e),1123,"1123 Professional occupations in advertising, marketing and public relations","1123 Professionnels / professionnelles en publicité, en marketing et en relations publiques",41405,"Education policy researchers, consultants and program officers","Recherchistes, experts-conseils / expertes-conseils et agents / agentes de programmes en politiques de l'enseignement ",968,Non-supervisor,n,y,,n,,,Public Relations Officer in Canada | Labour Market Facts and Figures - Job Bank,
969,Public Outreach Advisor,Conseiller(ère) en sensibilisation du public,Relationship Management,Gestion des relations,Public Outreach ,Sensibilisation du public ,Employee,Employé(e),1123,"1123 Professional occupations in advertising, marketing and public relations","1123 Professionnels / professionnelles en publicité, en marketing et en relations publiques",11202,"Professional occupations in advertising, marketing and public relations","Professionnels / professionnelles en publicité, en marketing et en relations publiques",969,Non-supervisor,n,,,n,,,,
970,Public Outreach Analyst,Analyste de la sensibilisation du public,Relationship Management,Gestion des relations,Public Outreach ,Sensibilisation du public ,Employee,Employé(e),1123,"1123 Professional occupations in advertising, marketing and public relations","1123 Professionnels / professionnelles en publicité, en marketing et en relations publiques",11202,"Professional occupations in advertising, marketing and public relations","Professionnels / professionnelles en publicité, en marketing et en relations publiques",970,Non-supervisor,n,,,n,,,,
971,Public Outreach Policy Analyst,Analyste des politiques de sensibilisation du public,Relationship Management,Gestion des relations,Public Outreach ,Sensibilisation du public ,Employee,Employé(e),1123,"1123 Professional occupations in advertising, marketing and public relations","1123 Professionnels / professionnelles en publicité, en marketing et en relations publiques",11202,"Professional occupations in advertising, marketing and public relations","Professionnels / professionnelles en publicité, en marketing et en relations publiques",971,Non-supervisor,n,,,n,,,,
972,Public Outreach Clerk,Commis à la sensibilisation du public,Relationship Management,Gestion des relations,Public Outreach ,Sensibilisation du public ,Employee,Employé(e),1123,"1123 Professional occupations in advertising, marketing and public relations","1123 Professionnels / professionnelles en publicité, en marketing et en relations publiques",11202,"Professional occupations in advertising, marketing and public relations","Professionnels / professionnelles en publicité, en marketing et en relations publiques",972,Non-supervisor,n,,,n,,,Public Relations Clerk in Canada | Labour Market Facts and Figures - Job Bank,
973,Intergovernmental Affairs Officer,Agent(e) des affaires intergouvernementales,Relationship Management,Gestion des relations,Intergovernmental Affairs,Affaires intergouvernementales,Employee,Employé(e),4168,4168 Program officers unique to government,4168 Agents / agentes de programmes propres au gouvernement,41407,Program officers unique to government,Agents / agentes de programmes propres au gouvernement,973,Non-supervisor,y,y,Intergovernmental Affairs Officer in Canada | Labour Market Facts and Figures - Job Bank,y,,,,
974,Intergovernmental Affairs Advisor,Conseiller(ère) en affaires intergouvernementales,Relationship Management,Gestion des relations,Intergovernmental Affairs,Affaires intergouvernementales,Employee,Employé(e),4168,4168 Program officers unique to government,4168 Agents / agentes de programmes propres au gouvernement,41407,Program officers unique to government,Agents / agentes de programmes propres au gouvernement,974,Non-supervisor,n,,,n,,,,
975,Intergovernmental Affairs Analyst,Analyste des affaires intergouvernementales,Relationship Management,Gestion des relations,Intergovernmental Affairs,Affaires intergouvernementales,Employee,Employé(e),4168,4168 Program officers unique to government,4168 Agents / agentes de programmes propres au gouvernement,41407,Program officers unique to government,Agents / agentes de programmes propres au gouvernement,975,Non-supervisor,n,,,n,,,Federal And Intergovernmental Affairs Research Officer - Government Services in Canada | Labour Market Facts and Figures - Job Bank,
976,Intergovernmental Affairs Policy Analyst,Analyste de la politique des affaires intergouvernementales,Relationship Management,Gestion des relations,Intergovernmental Affairs,Affaires intergouvernementales,Employee,Employé(e),4168,4168 Program officers unique to government,4168 Agents / agentes de programmes propres au gouvernement,41407,Program officers unique to government,Agents / agentes de programmes propres au gouvernement,976,Non-supervisor,n,,,n,,,Federal And Intergovernmental Affairs Research Officer - Government Services in Canada | Labour Market Facts and Figures - Job Bank,
977,Intergovernmental Affairs Clerk,Commis aux affaires intergouvernementales,Relationship Management,Gestion des relations,Intergovernmental Affairs,Affaires intergouvernementales,Employee,Employé(e),4168,4168 Program officers unique to government,4168 Agents / agentes de programmes propres au gouvernement,41407,Program officers unique to government,Agents / agentes de programmes propres au gouvernement,977,Non-supervisor,n,,,n,,,,
978,International Affairs Advisor,Conseiller(ère) en affaires internationales,Relationship Management,Gestion des relations,International Affairs,Affaires internationales,Employee,Employé(e),4164,"4164 Social policy researchers, consultants and program officers","4164 Recherchistes, experts-conseils / expertes-conseils et agents / agentes de programmes en politiques sociales",41403,"Social policy researchers, consultants and program officers","Recherchistes, experts-conseils / expertes-conseils et agents / agentes de programmes en politiques sociales",978,Non-supervisor,n,,,y,,,,
979,International Affairs Policy Analyst,Analyste de la politique des affaires internationales,Relationship Management,Gestion des relations,International Affairs,Affaires internationales,Employee,Employé(e),4164,"4164 Social policy researchers, consultants and program officers","4164 Recherchistes, experts-conseils / expertes-conseils et agents / agentes de programmes en politiques sociales",41403,"Social policy researchers, consultants and program officers","Recherchistes, experts-conseils / expertes-conseils et agents / agentes de programmes en politiques sociales",979,Non-supervisor,n,,,n,,,,
980,International Affairs Clerk,Commis aux affaires internationales,Relationship Management,Gestion des relations,International Affairs,Affaires internationales,Employee,Employé(e),4164,"4164 Social policy researchers, consultants and program officers","4164 Recherchistes, experts-conseils / expertes-conseils et agents / agentes de programmes en politiques sociales",41403,"Social policy researchers, consultants and program officers","Recherchistes, experts-conseils / expertes-conseils et agents / agentes de programmes en politiques sociales",980,Non-supervisor,n,,,n,,,,
981,Relationship Management Advisor,Conseiller(ère) en gestion des relations,Relationship Management,Gestion des relations,General Relationship Management,Gestion des relations générales,Employee,Employé(e),4164,"4164 Social policy researchers, consultants and program officers","4164 Recherchistes, experts-conseils / expertes-conseils et agents / agentes de programmes en politiques sociales",41403,"Social policy researchers, consultants and program officers","Recherchistes, experts-conseils / expertes-conseils et agents / agentes de programmes en politiques sociales",981,Non-supervisor,n,,,n,,"Business Relationship Management Advisor in GEDS, not JB",,
982,Relationship Management Analyst,Analyste en gestion des relations,Relationship Management,Gestion des relations,General Relationship Management,Gestion des relations générales,Employee,Employé(e),4164,"4164 Social policy researchers, consultants and program officers","4164 Recherchistes, experts-conseils / expertes-conseils et agents / agentes de programmes en politiques sociales",41403,"Social policy researchers, consultants and program officers","Recherchistes, experts-conseils / expertes-conseils et agents / agentes de programmes en politiques sociales",982,Non-supervisor,n,,,n,,"!!!many  X Specialist, Client Relationship Management in GEDS",,
983,Relationship Management Officer,Responsable de la gestion des relations,Relationship Management,Gestion des relations,General Relationship Management,Gestion des relations générales,Employee,Employé(e),4164,"4164 Social policy researchers, consultants and program officers","4164 Recherchistes, experts-conseils / expertes-conseils et agents / agentes de programmes en politiques sociales",41403,"Social policy researchers, consultants and program officers","Recherchistes, experts-conseils / expertes-conseils et agents / agentes de programmes en politiques sociales",983,Non-supervisor,n,,,n,,,,
984,Relationship Management Clerk,Commis à la gestion des relations,Relationship Management,Gestion des relations,General Relationship Management,Gestion des relations générales,Employee,Employé(e),4164,"4164 Social policy researchers, consultants and program officers","4164 Recherchistes, experts-conseils / expertes-conseils et agents / agentes de programmes en politiques sociales",41403,"Social policy researchers, consultants and program officers","Recherchistes, experts-conseils / expertes-conseils et agents / agentes de programmes en politiques sociales",984,Non-supervisor,n,,,n,,,,
985,Relationship Management Policy Analyst,Analyste de la politique de gestion des relations,Relationship Management,Gestion des relations,General Relationship Management,Gestion des relations générales,Employee,Employé(e),4164,"4164 Social policy researchers, consultants and program officers","4164 Recherchistes, experts-conseils / expertes-conseils et agents / agentes de programmes en politiques sociales",41403,"Social policy researchers, consultants and program officers","Recherchistes, experts-conseils / expertes-conseils et agents / agentes de programmes en politiques sociales",985,Non-supervisor,n,,,n,,,,
986,Air Traffic Controller,Contrôleur(euse) aérien(ne) ,Transportation,Transport,Aviation,Aviation,Employee,Employé(e),2272,2272 Air traffic controllers and related occupations,2272 Contrôleurs aériens / contrôleuses aériennes et personnel assimilé,72601,Air traffic controllers and related occupations,Contrôleurs aériens / contrôleuses aériennes et personnel assimilé,986,Non-supervisor,y,y,Air Traffic Controller (ATC) in Canada | Labour Market Facts and Figures - Job Bank,n,,,,
987,Aircraft Assembly Inspector,Contrôleur(euse) du montage d'aéronefs,Transportation,Transport,Aviation,Aviation,Employee,Employé(e),9521,9521 Aircraft assemblers and aircraft assembly inspectors,9521 Monteurs / monteuses d'aéronefs et contrôleurs / contrôleuses de montage d'aéronefs,93200,Aircraft assemblers and aircraft assembly inspectors,Monteurs / monteuses d'aéronefs et contrôleurs / contrôleuses de montage d'aéronefs,987,Non-supervisor,y,y,"Aircraft Inspector, Assembly in Canada | Labour Market Facts and Figures - Job Bank",n,,,,
988,Aircraft Inspector,Vérificateur(rice) d'aéronefs,Transportation,Transport,Aviation,Aviation,Employee,Employé(e),7315,7315 Aircraft mechanics and aircraft inspectors,7315 Mécaniciens / mécaniciennes et contrôleurs / contrôleuses d'aéronefs,72404,Aircraft mechanics and aircraft inspectors,Mécaniciens / mécaniciennes et contrôleurs / contrôleuses d'aéronefs,988,Non-supervisor,y,y,Aircraft Inspector in Canada | Labour Market Facts and Figures - Job Bank,n,,,,
989,Aircraft Maintenance Engineer (except Avionics) ,Technicien(ne) d'entretien d'aéronefs (sauf avionique),Transportation,Transport,Aviation,Aviation,Employee,Employé(e),7315,7315 Aircraft mechanics and aircraft inspectors,7315 Mécaniciens / mécaniciennes et contrôleurs / contrôleuses d'aéronefs,72404,Aircraft mechanics and aircraft inspectors,Mécaniciens / mécaniciennes et contrôleurs / contrôleuses d'aéronefs,989,Non-supervisor,y,y,Aircraft Maintenance Engineer (AME) (except Avionics) in Canada | Labour Market Facts and Figures - Job Bank,y,,"common for AME - fixed wind, also present are AME avionics in GEDS",,
990,Aircraft Mechanic,Mécanicien(ne) d'aéronefs,Transportation,Transport,Aviation,Aviation,Employee,Employé(e),7315,7315 Aircraft mechanics and aircraft inspectors,7315 Mécaniciens / mécaniciennes et contrôleurs / contrôleuses d'aéronefs,72404,Aircraft mechanics and aircraft inspectors,Mécaniciens / mécaniciennes et contrôleurs / contrôleuses d'aéronefs,990,Non-supervisor,y,y,Aircraft Mechanic in Canada | Labour Market Facts and Figures - Job Bank,n,,,,
991,Automobile Inspector,Contrôleur(euse) d'automobiles ,Transportation,Transport,Road,Route,Employee,Employé(e),9522,"9522 Motor vehicle assemblers, inspectors and testers","9522 Assembleurs / assembleuses, contrôleurs / contrôleuses et vérificateurs / vérificatrices de véhicules automobiles",94200,"Motor vehicle assemblers, inspectors and testers","Assembleurs / assembleuses, contrôleurs / contrôleuses et vérificateurs / vérificatrices de véhicules automobiles",991,Non-supervisor,y?,y,,n,,many types with similar NOC,Automobile Inspector - Motor Vehicle Manufacturing in Canada | Labour Market Facts and Figures - Job Bank,
992,Aviation Navigation Officer,Officier de navigation aérienne,Transportation,Transport,Aviation,Aviation,Employee,Employé(e),7315,7315 Aircraft mechanics and aircraft inspectors,7315 Mécaniciens / mécaniciennes et contrôleurs / contrôleuses d'aéronefs,72404,Aircraft mechanics and aircraft inspectors,Mécaniciens / mécaniciennes et contrôleurs / contrôleuses d'aéronefs,992,Non-supervisor,n,,,n,,title not in JB,Air Navigator in Canada | Labour Market Facts and Figures - Job Bank,
993,Avionics Inspector,Inspecteur(rice) en avionique,Transportation,Transport,Aviation,Aviation,Employee,Employé(e),2244,"2244 Aircraft instrument, electrical and avionics mechanics, technicians and inspectors","2244 	Mécaniciens / mécaniciennes, techniciens / techniciennes et contrôleurs / contrôleuses d'avionique et d'instruments et d'appareillages électriques d'aéronefs",22313,"Aircraft instrument, electrical and avionics mechanics, technicians and inspectors","Mécaniciens / mécaniciennes, techniciens / techniciennes et contrôleurs / contrôleuses d'avionique et d'instruments et d'appareillages électriques d'aéronefs",993,Non-supervisor,y,y,"Inspector, Avionics in Canada | Labour Market Facts and Figures - Job Bank",n,,,,
994,Avionics Technician,Technicien(ne) en avionique,Transportation,Transport,Aviation,Aviation,Employee,Employé(e),2244,"2244 Aircraft instrument, electrical and avionics mechanics, technicians and inspectors","2244 	Mécaniciens / mécaniciennes, techniciens / techniciennes et contrôleurs / contrôleuses d'avionique et d'instruments et d'appareillages électriques d'aéronefs",22313,"Aircraft instrument, electrical and avionics mechanics, technicians and inspectors","Mécaniciens / mécaniciennes, techniciens / techniciennes et contrôleurs / contrôleuses d'avionique et d'instruments et d'appareillages électriques d'aéronefs",994,Non-supervisor,y,y,Avionics Technician in Canada | Labour Market Facts and Figures - Job Bank,n,,,,
995,Canal Lock Operator,Éclusier(ière) de canal,Transportation,Transport,Marine,Marine,Employee,Employé(e),7533,7533 Boat and cable ferry operators and related occupations,"7533 Opérateurs / opératrices de bateau à moteur, de bac à câble et personnel assimilé",75210,Boat and cable ferry operators and related occupations,"Opérateurs / opératrices de bateau à moteur, de bac à câble et personnel assimilé",995,Non-supervisor,y,y,Canal Lock Operator in Canada | Labour Market Facts and Figures - Job Bank,n,,,,
996,Chauffeur,Chauffeur(euse),Transportation,Transport,Road,Route,Employee,Employé(e),7513,7513 Taxi and limousine drivers and chauffeurs,"7513 Chauffeurs / chauffeuses de taxi, chauffeurs / chauffeuses de limousine et chauffeurs / chauffeuses",75200,Taxi and limousine drivers and chauffeurs,"Chauffeurs / chauffeuses de taxi, chauffeurs / chauffeuses de limousine et chauffeurs / chauffeuses",996,Non-supervisor,y,y,,y,,"many types, private, company, funeral, all same NOC. In geds, maps to ""Driver""",Private Chauffeur in Canada | Labour Market Facts and Figures - Job Bank,
997,Coast Guard Officer,Officier de la Garde côtière,Transportation,Transport,Marine,Marine,Employee,Employé(e),2273,"2273 Deck officers, water transport",2273 Officiers / officières de pont du transport par voies navigables,72602,"Deck officers, water transport",Officiers / officières de pont du transport par voies navigables,997,Non-supervisor,n,y,Coast Guard Vessel Chief Officer in Canada | Labour Market Facts and Figures - Job Bank,n,,"many types, chief vessel, second and third, all same NOC",,
998,Boatswain (Coxswain - excludes athlete),Maître d'équipage (exclut l'athlète),Transportation,Transport,Marine,Marine,Employee,Employé(e),2273,"2273 Deck officers, water transport",2273 Officiers / officières de pont du transport par voies navigables,72602,"Deck officers, water transport",Officiers / officières de pont du transport par voies navigables,998,Non-supervisor,y,n - not athlete as per,Coxswain in Canada | Labour Market Facts and Figures - Job Bank,y,,Many GEDS with Coxswain whereas NOC is for athletes - substitute with Boatswain,Boatswain in Canada | Job description - Job Bank,
999,Deckhand,Matelot de pont,Transportation,Transport,Marine,Marine,Employee,Employé(e),7532,7532 Water transport deck and engine room crew,7532 Matelots de pont et matelots de salle des machines du transport par voies navigables,74201,Water transport deck and engine room crew,Matelots de pont et matelots de salle des machines du transport par voies navigables,999,Non-supervisor,y,y,Deckhand in Canada | Labour Market Facts and Figures - Job Bank,y,,,,
1000,Dry Dock Worker - Shipbuilding,Ouvrier(ière) de cale sèche - construction navale,Transportation,Transport,Marine,Marine,Employee,Employé(e),7533,7533 Boat and cable ferry operators and related occupations,"7533 Opérateurs / opératrices de bateau à moteur, de bac à câble et personnel assimilé",75210,Boat and cable ferry operators and related occupations,"Opérateurs / opératrices de bateau à moteur, de bac à câble et personnel assimilé",1000,Non-supervisor,y,y,Dry Dock Worker - Shipbuilding in Canada | Labour Market Facts and Figures - Job Bank,n,,,,
1001,Driver,Chauffeur(euse),Transportation,Transport,Road,Route,Employee,Employé(e),7513,7513 Taxi and limousine drivers and chauffeurs,"7513 Chauffeurs / chauffeuses de taxi, chauffeurs / chauffeuses de limousine et chauffeurs / chauffeuses",75200,Taxi and limousine drivers and chauffeurs,"Chauffeurs / chauffeuses de taxi, chauffeurs / chauffeuses de limousine et chauffeurs / chauffeuses",1001,Non-supervisor,y,?,,y,,"Many types of ""Driver"" ",Taxi Driver in Canada | Labour Market Facts and Figures - Job Bank,
1002,Ferry Operator,Conducteur(rice) de traversier,Transportation,Transport,Marine,Marine,Employee,Employé(e),7533,7533 Boat and cable ferry operators and related occupations,"7533 Opérateurs / opératrices de bateau à moteur, de bac à câble et personnel assimilé",75210,Boat and cable ferry operators and related occupations,"Opérateurs / opératrices de bateau à moteur, de bac à câble et personnel assimilé",1002,Non-supervisor,y,y,Ferry Operator in Canada | Labour Market Facts and Figures - Job Bank,n,,,,
1003,Flight Attendant,Agent(e) de bord - transport aérien ,Transportation,Transport,Aviation,Aviation,Employee,Employé(e),6523,6523 Airline ticket and service agents,6523 Agents / agentes à la billetterie et aux services aériens,64311,Pursers and flight attendants,Commissaires et agents / agentes de bord,1003,Non-supervisor,y,n - now changed,Flight Attendant in Canada | Labour Market Facts and Figures - Job Bank,n,,fr 64312 to64311,,
1004,Flight Crew Scheduler,Horairiste d'équipage de conduite,Transportation,Transport,Aviation,Aviation,Employee,Employé(e),1526,1526 Transportation route and crew schedulers,1526 Horairistes de trajets et d'équipages,14405,Transportation route and crew schedulers,Horairistes de trajets et d'équipages,1004,Non-supervisor,y,y,Flight Crew Scheduler in Canada | Labour Market Facts and Figures - Job Bank,n,,,,
1005,Flight Dispatcher,Agent(e)e de régulation des vols,Transportation,Transport,Aviation,Aviation,Employee,Employé(e),2272,2272 Air traffic controllers and related occupations,2272 Contrôleurs aériens / contrôleuses aériennes et personnel assimilé,72601,Air traffic controllers and related occupations,Contrôleurs aériens / contrôleuses aériennes et personnel assimilé,1005,Non-supervisor,y,y,Flight Dispatcher in Canada | Labour Market Facts and Figures - Job Bank,n,,,,
1006,Flight Engineer,Mécanicien(ne) de bord,Transportation,Transport,Aviation,Aviation,Employee,Employé(e),2271,"2271 Air pilots, flight engineers and flying instructors","2271 Pilotes, navigateurs / navigatrices et instructeurs / instructrices de pilotage du transport aérien",72600,"Air pilots, flight engineers and flying instructors","Pilotes, navigateurs / navigatrices et instructeurs / instructrices de pilotage du transport aérien",1006,Non-supervisor,y,y,Flight Engineer in Canada | Labour Market Facts and Figures - Job Bank,n,,,,
1007,Flight Instructor,Instructeur(rice) de vol,Transportation,Transport,Aviation,Aviation,Employee,Employé(e),2271,"2271 Air pilots, flight engineers and flying instructors","2271 Pilotes, navigateurs / navigatrices et instructeurs / instructrices de pilotage du transport aérien",72600,"Air pilots, flight engineers and flying instructors","Pilotes, navigateurs / navigatrices et instructeurs / instructrices de pilotage du transport aérien",1007,Non-supervisor,y,y,Flying Instructor in Canada | Labour Market Facts and Figures - Job Bank,n,,,,
1008,Flight Operations Inspector,Inspecteur(rice) des opérations aériennes,Transportation,Transport,Aviation,Aviation,Employee,Employé(e),2262,2262 Engineering inspectors and regulatory officers,2262 Inspecteurs / inspectrices d'ingénierie et officiers / officières de réglementation,22231,Engineering inspectors and regulatory officers,Inspecteurs / inspectrices d'ingénierie et officiers / officières de réglementation,1008,Non-supervisor,y,y,Flight Operations Inspector in Canada | Labour Market Facts and Figures - Job Bank,n,,,,
1009,Flight Operations Officer,Agent(e) des opérations aériennes ,Transportation,Transport,Aviation,Aviation,Employee,Employé(e),2272,2272 Air traffic controllers and related occupations,2272 Contrôleurs aériens / contrôleuses aériennes et personnel assimilé,72601,Air traffic controllers and related occupations,Contrôleurs aériens / contrôleuses aériennes et personnel assimilé,1009,Non-supervisor,y,y,Flight Operations Officer in Canada | Labour Market Facts and Figures - Job Bank,n,,,,
1010,Flight Schedule Analyst,Analyste des horaires de vol,Transportation,Transport,Aviation,Aviation,Employee,Employé(e),1526,1526 Transportation route and crew schedulers,1526 Horairistes de trajets et d'équipages,14405,Transportation route and crew schedulers,Horairistes de trajets et d'équipages,1010,Non-supervisor,y,y,Schedule Analyst in Canada | Labour Market Facts and Figures - Job Bank,n,,,,
1011,Flight Scheduler,Horairiste de transport aérien ,Transportation,Transport,Aviation,Aviation,Employee,Employé(e),1526,1526 Transportation route and crew schedulers,1526 Horairistes de trajets et d'équipages,14405,Transportation route and crew schedulers,Horairistes de trajets et d'équipages,1011,Non-supervisor,y,y,Flight Scheduler in Canada | Labour Market Facts and Figures - Job Bank,y,often combined Fl Sch / Dispatcher and each with diff NOC,,,
1012,Traffic Control Clerk,Commis au contrôle du trafic,Transportation,Transport,Road,Route,Employee,Employé(e),1526,1526 Transportation route and crew schedulers,1526 Horairistes de trajets et d'équipages,14402,Production logistics workers,Travailleurs / travailleuses de la logistique de la production,1012,Non-supervisor,y,n - now changed,Traffic Control Clerk in Canada | Labour Market Facts and Figures - Job Bank,n,,fr 14405 to 14402 ,,
1013,Road Transport Inspector,Inspecteur(rice) du transport routier,Transportation,Transport,Road,Route,Employee,Employé(e),4423,"4423 By-law enforcement and other regulatory officers, n.e.c.","4423 Agents / agentes d'application de règlements municipaux et autres agents / agentes de réglementation, n.c.a.",43202,By-law enforcement and other regulatory officers,Agents / agentes d'application de règlements municipaux et autres agents / agentes de réglementation,1013,Non-supervisor,y,y,Road Transport Inspector in Canada | Labour Market Facts and Figures - Job Bank,n,,,,
1015,Schedule Writer - Transportation,Horairiste des transports ,Transportation,Transport,Road,Route,Employee,Employé(e),1526,1526 Transportation route and crew schedulers,1526 Horairistes de trajets et d'équipages,14405,Transportation route and crew schedulers,Horairistes de trajets et d'équipages,1015,Non-supervisor,y,y,"Schedule Writer, Transportation in Canada | Labour Market Facts and Figures - Job Bank",n,,,,
1016,Lighthouse Keeper,Gardien(ne) de phare,Transportation,Transport,Marine,Marine,Employee,Employé(e),7533,7533 Boat and cable ferry operators and related occupations,"7533 Opérateurs / opératrices de bateau à moteur, de bac à câble et personnel assimilé",75210,Boat and cable ferry operators and related occupations,"Opérateurs / opératrices de bateau à moteur, de bac à câble et personnel assimilé",1016,Non-supervisor,y,y,Lighthouse Keeper in Canada | Labour Market Facts and Figures - Job Bank,y,"but referred to a Lightkeeper with DFO, Principal L, Assistant, etc.",,,
1017,Locomotive Engineer - Railway,Mécanicien(ne) de locomotive,Transportation,Transport,Rail,Voies ferrées,Employee,Employé(e),7361,7361 Railway and yard locomotive engineers,7361 Mécaniciens / mécaniciennes de locomotive et de cour de triage,73310,Railway and yard locomotive engineers,Mécaniciens / mécaniciennes de locomotive et de cour de triage,1017,Non-supervisor,y,y,Locomotive Engineer - Railway in Canada | Labour Market Facts and Figures - Job Bank,n,,,,
1018,Dockworker,Docker(euse) - manutention de fret maritime,Transportation,Transport,Marine,Marine,Employee,Employé(e),7451,7451 Longshore workers,7451 Débardeurs / débardeuses,75100,Longshore workers,Débardeurs / débardeuses,1018,Non-supervisor,y,y,Dockworker in Canada | Labour Market Facts and Figures - Job Bank,n,,,,
1019,Marine Cargo Inspector,Inspecteur(rice) de fret maritime,Transportation,Transport,Marine,Marine,Employee,Employé(e),7302,"7302 Contractors and supervisors, heavy equipment operator crews",7302 Entrepreneurs / entrepreneuses et contremaîtres / contremaîtresses des équipes d'opérateurs d'équipement lourd,72021,"Contractors and supervisors, heavy equipment operator crews",Entrepreneurs / entrepreneuses et contremaîtres / contremaîtresses des équipes d'opérateurs d'équipement lourd,1019,Non-supervisor,n,,,n,,,,
1020,Port Captain - Water Transport ,Capitaine de port - transport maritime,Transportation,Transport,Marine,Marine,Manager,Gestionnaire,2275,2275 Railway traffic controllers and marine traffic regulators,2275 Contrôleurs / contrôleuses de la circulation ferroviaire et régulateurs / régulatrices de la circulation maritime,70020,Managers in transportation,Directeurs / directrices des transports,1020,Non-supervisor,n,,Port Captain - Water Transport in Canada | Labour Market Facts and Figures - Job Bank,n,,,,
1021,Marine Traffic Controller,Contrôleur(euse) de la circulation maritime,Transportation,Transport,Marine,Marine,Employee,Employé(e),2275,2275 Railway traffic controllers and marine traffic regulators,2275 Contrôleurs / contrôleuses de la circulation ferroviaire et régulateurs / régulatrices de la circulation maritime,72604,Railway traffic controllers and marine traffic regulators,Contrôleurs / contrôleuses de la circulation ferroviaire et régulateurs / régulatrices de la circulation maritime,1021,Non-supervisor,y,y,Marine Traffic Controller in Canada | Labour Market Facts and Figures - Job Bank,n,,,,
1022,Marine Engineer Officer - Water Transport ,Officier(ière) mécanicien(ne) de marine - transport par voies navigables,Transportation,Transport,Marine,Marine,Employee,Employé(e),2274,"2274 Engineer officers, water transport",2274 Contrôleurs / contrôleuses de la circulation ferroviaire et régulateurs / régulatrices de la circulation maritime,72603,"Engineer officers, water transport",Officiers mécaniciens / officières mécaniciennes du transport par voies navigables,1022,Non-supervisor,y,y,Marine Engineer Officer - Water Transport in Canada | Labour Market Facts and Figures - Job Bank,n,,,,
1023,Marine Vessel Inspector,Inspecteur(rice) de navires,Transportation,Transport,Marine,Marine,Employee,Employé(e),7533,7533 Boat and cable ferry operators and related occupations,"7533 Opérateurs / opératrices de bateau à moteur, de bac à câble et personnel assimilé",75210,Boat and cable ferry operators and related occupations,"Opérateurs / opératrices de bateau à moteur, de bac à câble et personnel assimilé",1023,Non-supervisor,n,,,n,,,Coast Guard Vessel Marine Engineer Officer in Canada | Labour Market Facts and Figures - Job Bank,
1024,Motor Vehicle Inspector,Inspecteur(rice) de véhicules automobiles ,Transportation,Transport,General Transportation,Transport général,Employee,Employé(e),2262,2262 Engineering inspectors and regulatory officers,2262 Inspecteurs / inspectrices d'ingénierie et officiers / officières de réglementation,22231,Engineering inspectors and regulatory officers,Inspecteurs / inspectrices d'ingénierie et officiers / officières de réglementation,1024,Non-supervisor,y,y,Motor Vehicle Inspector in Canada | Labour Market Facts and Figures - Job Bank,n,,,,
1025,Pilot - Air Transport,Pilote - transport aérien ,Transportation,Transport,Aviation,Aviation,Employee,Employé(e),2271,"2271 Air pilots, flight engineers and flying instructors","2271 Pilotes, navigateurs / navigatrices et instructeurs / instructrices de pilotage du transport aérien",72600,"Air pilots, flight engineers and flying instructors","Pilotes, navigateurs / navigatrices et instructeurs / instructrices de pilotage du transport aérien",1025,Non-supervisor,y,y,Pilot - Air Transport in Canada | Labour Market Facts and Figures - Job Bank,y,"Many types of pilots (air or sea), helicopter vs eng test pilot, etc.",,,
